user_id,channel,country,cohort_month,clicked,installed,completed_onboarding,started_trial,converted_to_paid
75,TikTok,Other,2024-04,0,0,0,0,0
76,TikTok,US,2024-02,0,0,0,0,0
77,TikTok,US,2024-01,1,1,1,0,0
78,Google,UK,2024-02,0,0,0,0,0
79,Facebook,US,2024-04,0,0,0,0,0
80,Google,Other,2024-02,0,0,0,0,0
81,Organic,UK,2024-03,1,0,0,0,0
82,Facebook,UK,2024-03,1,0,0,0,0
83,Google,DE,2024-01,1,1,0,0,0
84,Google,UK,2024-04,0,0,0,0,0
85,Google,US,2024-01,0,0,0,0,0
86,Google,DE,2024-03,0,0,0,0,0
87,TikTok,DE,2024-01,1,0,0,0,0
88,Facebook,UK,2024-01,1,0,0,0,0
89,Organic,UA,2024-03,1,0,0,0,0
90,Facebook,US,2024-02,0,0,0,0,0
91,Google,US,2024-03,1,0,0,0,0
92,TikTok,US,2024-03,1,0,0,0,0
93,TikTok,US,2024-03,0,0,0,0,0
94,Facebook,UA,2024-02,1,1,0,0,0
95,TikTok,UA,2024-03,1,0,0,0,0
96,Facebook,US,2024-03,1,1,1,1,0
97,Facebook,UK,2024-02,1,0,0,0,0
98,Facebook,DE,2024-03,0,0,0,0,0
99,Google,US,2024-04,1,1,1,0,0
100,Google,US,2024-01,1,0,0,0,0
101,Google,Other,2024-04,0,0,0,0,0
102,Facebook,DE,2024-01,0,0,0,0,0
103,Google,Other,2024-02,0,0,0,0,0
104,Facebook,US,2024-02,0,0,0,0,0
105,Organic,DE,2024-03,1,1,1,1,0
106,Google,US,2024-01,0,0,0,0,0
107,Facebook,US,2024-04,0,0,0,0,0
108,TikTok,UK,2024-04,0,0,0,0,0
109,Google,US,2024-03,0,0,0,0,0
110,Google,US,2024-02,0,0,0,0,0
111,Google,US,2024-04,0,0,0,0,0
112,Google,US,2024-04,0,0,0,0,0
113,Organic,DE,2024-02,1,0,0,0,0
114,TikTok,UK,2024-03,0,0,0,0,0
115,Facebook,US,2024-03,1,0,0,0,0
116,Organic,US,2024-03,0,0,0,0,0
117,TikTok,US,2024-02,0,0,0,0,0
118,Google,DE,2024-02,0,0,0,0,0
119,Organic,US,2024-01,0,0,0,0,0
120,Facebook,UA,2024-02,0,0,0,0,0
121,TikTok,US,2024-03,0,0,0,0,0
122,Organic,US,2024-04,0,0,0,0,0
123,Google,Other,2024-04,1,0,0,0,0
124,Google,DE,2024-03,0,0,0,0,0
125,Google,US,2024-03,1,1,1,0,0
126,Facebook,UA,2024-01,1,0,0,0,0
127,TikTok,UK,2024-03,1,0,0,0,0
128,Organic,UA,2024-01,0,0,0,0,0
129,Google,DE,2024-02,1,1,0,0,0
130,Facebook,DE,2024-03,0,0,0,0,0
131,Facebook,Other,2024-02,0,0,0,0,0
132,Google,US,2024-01,0,0,0,0,0
133,Google,DE,2024-04,1,1,0,0,0
134,Google,UK,2024-02,0,0,0,0,0
135,Organic,US,2024-01,1,1,1,0,0
136,Google,US,2024-01,0,0,0,0,0
137,Facebook,US,2024-02,1,0,0,0,0
138,TikTok,DE,2024-01,1,1,1,0,0
139,Facebook,UK,2024-04,1,0,0,0,0
140,Organic,UK,2024-02,0,0,0,0,0
141,Organic,US,2024-04,1,0,0,0,0
142,Google,UK,2024-01,1,1,1,0,0
143,Facebook,Other,2024-02,0,0,0,0,0
144,Google,US,2024-03,0,0,0,0,0
145,Google,DE,2024-03,1,0,0,0,0
146,Google,UA,2024-03,0,0,0,0,0
147,Facebook,UA,2024-04,1,1,1,1,0
148,Facebook,UK,2024-01,0,0,0,0,0
149,Google,Other,2024-02,0,0,0,0,0
150,Google,US,2024-04,0,0,0,0,0
151,Organic,Other,2024-01,0,0,0,0,0
152,Google,US,2024-01,0,0,0,0,0
153,Google,US,2024-01,1,0,0,0,0
154,Facebook,US,2024-03,0,0,0,0,0
155,Organic,UA,2024-02,1,1,1,1,1
156,Google,UK,2024-01,1,0,0,0,0
157,TikTok,US,2024-02,0,0,0,0,0
158,TikTok,US,2024-03,0,0,0,0,0
159,Google,Other,2024-01,0,0,0,0,0
160,TikTok,UA,2024-02,0,0,0,0,0
161,Facebook,UK,2024-03,0,0,0,0,0
162,Facebook,DE,2024-04,0,0,0,0,0
163,Facebook,UK,2024-03,1,0,0,0,0
164,Facebook,US,2024-04,0,0,0,0,0
165,Google,Other,2024-02,1,1,0,0,0
166,TikTok,US,2024-02,1,1,0,0,0
167,Google,UK,2024-02,1,0,0,0,0
168,Google,US,2024-04,1,0,0,0,0
169,Google,UK,2024-02,1,0,0,0,0
170,Facebook,UK,2024-04,0,0,0,0,0
171,TikTok,UK,2024-04,1,0,0,0,0
172,Google,US,2024-01,1,1,1,1,1
173,Facebook,UK,2024-01,0,0,0,0,0
174,Google,US,2024-01,0,0,0,0,0
175,Facebook,US,2024-02,0,0,0,0,0
176,Google,US,2024-01,0,0,0,0,0
177,TikTok,UA,2024-04,0,0,0,0,0
178,Facebook,UK,2024-01,1,0,0,0,0
179,Organic,DE,2024-02,1,0,0,0,0
180,Google,DE,2024-01,0,0,0,0,0
181,Google,DE,2024-04,0,0,0,0,0
182,Google,UK,2024-03,1,0,0,0,0
183,Organic,US,2024-04,0,0,0,0,0
184,Organic,US,2024-04,0,0,0,0,0
185,Google,DE,2024-02,1,0,0,0,0
186,TikTok,UK,2024-01,0,0,0,0,0
187,TikTok,UA,2024-01,0,0,0,0,0
188,Facebook,Other,2024-01,0,0,0,0,0
189,Facebook,US,2024-03,1,0,0,0,0
190,Google,US,2024-01,1,1,1,1,0
191,Google,DE,2024-01,0,0,0,0,0
192,Organic,US,2024-03,0,0,0,0,0
193,Organic,US,2024-03,1,1,1,0,0
194,Facebook,Other,2024-03,1,1,1,1,0
195,Google,US,2024-02,1,1,0,0,0
196,Google,Other,2024-04,1,1,1,0,0
197,TikTok,DE,2024-03,0,0,0,0,0
198,Organic,UA,2024-01,1,0,0,0,0
199,Organic,US,2024-04,1,0,0,0,0
200,TikTok,US,2024-04,1,0,0,0,0
201,Facebook,UK,2024-01,1,1,1,0,0
202,Google,US,2024-02,0,0,0,0,0
203,Google,US,2024-02,1,1,1,0,0
204,Organic,US,2024-01,1,0,0,0,0
205,Facebook,US,2024-04,1,0,0,0,0
206,Google,US,2024-02,0,0,0,0,0
207,Google,UA,2024-04,1,0,0,0,0
208,TikTok,US,2024-03,1,1,1,0,0
209,Google,US,2024-03,0,0,0,0,0
210,Google,DE,2024-01,1,0,0,0,0
211,Facebook,Other,2024-01,1,1,0,0,0
212,TikTok,US,2024-01,0,0,0,0,0
213,TikTok,US,2024-01,0,0,0,0,0
214,Google,UK,2024-02,1,0,0,0,0
215,TikTok,Other,2024-04,0,0,0,0,0
216,Google,UA,2024-02,0,0,0,0,0
217,Google,DE,2024-04,0,0,0,0,0
218,TikTok,US,2024-02,0,0,0,0,0
219,Facebook,UK,2024-04,0,0,0,0,0
220,TikTok,US,2024-04,0,0,0,0,0
221,TikTok,DE,2024-01,1,0,0,0,0
222,Facebook,DE,2024-04,1,1,1,0,0
223,Google,Other,2024-03,1,1,0,0,0
224,Facebook,US,2024-04,0,0,0,0,0
225,Google,US,2024-03,0,0,0,0,0
226,Google,UK,2024-02,0,0,0,0,0
227,Organic,DE,2024-01,1,0,0,0,0
228,Facebook,UA,2024-01,1,0,0,0,0
229,Organic,US,2024-03,1,0,0,0,0
230,Facebook,US,2024-04,0,0,0,0,0
231,TikTok,UK,2024-03,1,0,0,0,0
232,Facebook,US,2024-02,0,0,0,0,0
233,Facebook,Other,2024-04,1,0,0,0,0
234,Facebook,UK,2024-04,0,0,0,0,0
235,Google,UA,2024-02,0,0,0,0,0
236,TikTok,UK,2024-01,0,0,0,0,0
237,Google,UA,2024-01,1,0,0,0,0
238,Google,US,2024-04,0,0,0,0,0
239,Facebook,UA,2024-04,0,0,0,0,0
240,Google,US,2024-02,0,0,0,0,0
241,Organic,UK,2024-02,1,0,0,0,0
242,Organic,US,2024-04,0,0,0,0,0
243,Organic,UK,2024-04,1,0,0,0,0
244,Facebook,US,2024-04,1,1,0,0,0
245,Google,US,2024-03,1,1,0,0,0
246,Organic,Other,2024-01,1,0,0,0,0
247,Facebook,US,2024-03,1,0,0,0,0
248,Organic,UA,2024-01,0,0,0,0,0
249,Organic,Other,2024-04,0,0,0,0,0
250,Organic,US,2024-02,1,1,1,0,0
251,Google,DE,2024-04,0,0,0,0,0
252,Facebook,US,2024-02,0,0,0,0,0
253,Organic,US,2024-04,1,0,0,0,0
254,Google,UK,2024-02,1,1,1,0,0
255,Google,Other,2024-02,1,1,1,0,0
256,Facebook,US,2024-03,1,0,0,0,0
257,Organic,UK,2024-01,1,0,0,0,0
258,TikTok,UK,2024-04,0,0,0,0,0
259,Facebook,Other,2024-03,0,0,0,0,0
260,Google,US,2024-03,1,0,0,0,0
261,Facebook,DE,2024-04,0,0,0,0,0
262,Organic,DE,2024-04,0,0,0,0,0
263,Google,DE,2024-03,1,1,1,0,0
264,Facebook,Other,2024-04,0,0,0,0,0
265,Organic,UA,2024-01,0,0,0,0,0
266,TikTok,US,2024-01,0,0,0,0,0
267,TikTok,UK,2024-03,0,0,0,0,0
268,TikTok,US,2024-02,0,0,0,0,0
269,Facebook,US,2024-02,1,0,0,0,0
270,Google,UK,2024-02,0,0,0,0,0
271,TikTok,US,2024-02,0,0,0,0,0
272,TikTok,UK,2024-04,0,0,0,0,0
273,Organic,Other,2024-03,0,0,0,0,0
274,Organic,US,2024-04,1,0,0,0,0
275,Facebook,Other,2024-04,0,0,0,0,0
276,Facebook,UK,2024-02,1,0,0,0,0
277,TikTok,DE,2024-02,0,0,0,0,0
278,Facebook,UA,2024-02,1,0,0,0,0
279,TikTok,US,2024-04,0,0,0,0,0
280,TikTok,UK,2024-01,0,0,0,0,0
281,Organic,UK,2024-01,0,0,0,0,0
282,Google,US,2024-04,1,0,0,0,0
283,Facebook,Other,2024-03,0,0,0,0,0
284,Google,UA,2024-01,0,0,0,0,0
285,Facebook,US,2024-01,1,0,0,0,0
286,Google,US,2024-04,0,0,0,0,0
287,Facebook,UK,2024-04,0,0,0,0,0
288,Facebook,US,2024-02,1,0,0,0,0
289,Google,DE,2024-02,0,0,0,0,0
290,Facebook,US,2024-04,1,1,1,1,0
291,Google,UK,2024-04,0,0,0,0,0
292,Google,US,2024-04,0,0,0,0,0
293,TikTok,US,2024-03,0,0,0,0,0
294,Facebook,DE,2024-04,1,0,0,0,0
295,Google,UK,2024-02,1,0,0,0,0
296,Facebook,Other,2024-01,1,0,0,0,0
297,TikTok,Other,2024-03,0,0,0,0,0
298,Google,US,2024-03,1,1,0,0,0
299,Facebook,US,2024-04,0,0,0,0,0
300,Google,UA,2024-01,0,0,0,0,0
301,Google,Other,2024-04,1,0,0,0,0
302,Facebook,UA,2024-02,0,0,0,0,0
303,Facebook,US,2024-03,0,0,0,0,0
304,Facebook,Other,2024-01,0,0,0,0,0
305,TikTok,US,2024-03,1,0,0,0,0
306,Organic,DE,2024-03,0,0,0,0,0
307,Facebook,Other,2024-02,0,0,0,0,0
308,Google,US,2024-01,1,0,0,0,0
309,TikTok,Other,2024-03,0,0,0,0,0
310,Google,US,2024-04,0,0,0,0,0
311,Facebook,Other,2024-02,1,0,0,0,0
312,Google,US,2024-02,1,1,1,1,1
313,Google,Other,2024-02,0,0,0,0,0
314,Organic,US,2024-04,1,0,0,0,0
315,TikTok,DE,2024-02,0,0,0,0,0
316,TikTok,UK,2024-01,0,0,0,0,0
317,Facebook,UK,2024-04,0,0,0,0,0
318,Google,US,2024-03,0,0,0,0,0
319,Google,DE,2024-01,0,0,0,0,0
320,Google,US,2024-04,1,0,0,0,0
321,Facebook,UK,2024-03,1,0,0,0,0
322,TikTok,US,2024-03,1,0,0,0,0
323,TikTok,Other,2024-02,1,1,1,0,0
324,Google,US,2024-04,0,0,0,0,0
325,Organic,US,2024-01,0,0,0,0,0
326,TikTok,US,2024-02,1,1,1,1,0
327,Facebook,UK,2024-01,1,1,1,1,0
328,Facebook,US,2024-04,1,1,1,1,0
329,Facebook,UK,2024-03,0,0,0,0,0
330,Google,Other,2024-03,0,0,0,0,0
331,Facebook,DE,2024-01,0,0,0,0,0
332,TikTok,UK,2024-03,0,0,0,0,0
333,Google,US,2024-04,0,0,0,0,0
334,Google,DE,2024-02,0,0,0,0,0
335,Google,US,2024-04,1,0,0,0,0
336,Google,UA,2024-02,0,0,0,0,0
337,Organic,US,2024-04,0,0,0,0,0
338,TikTok,UK,2024-01,1,0,0,0,0
339,Facebook,US,2024-03,0,0,0,0,0
340,Google,Other,2024-04,1,0,0,0,0
341,Facebook,US,2024-04,0,0,0,0,0
342,Facebook,UK,2024-02,1,0,0,0,0
343,Google,US,2024-02,1,1,1,1,0
344,Facebook,DE,2024-01,1,1,1,0,0
345,Facebook,Other,2024-04,0,0,0,0,0
346,Facebook,UK,2024-03,0,0,0,0,0
347,Facebook,UK,2024-02,0,0,0,0,0
348,Google,Other,2024-01,0,0,0,0,0
349,Facebook,UK,2024-04,0,0,0,0,0
350,Facebook,UK,2024-03,1,0,0,0,0
351,Facebook,UK,2024-02,0,0,0,0,0
352,Organic,DE,2024-02,1,0,0,0,0
353,TikTok,US,2024-02,1,0,0,0,0
354,Google,UA,2024-03,1,1,0,0,0
355,Google,UK,2024-04,0,0,0,0,0
356,Facebook,US,2024-04,1,0,0,0,0
357,Google,UA,2024-02,0,0,0,0,0
358,Facebook,US,2024-04,0,0,0,0,0
359,Organic,US,2024-02,1,1,1,0,0
360,Facebook,DE,2024-02,0,0,0,0,0
361,Facebook,Other,2024-04,1,0,0,0,0
362,Facebook,Other,2024-02,0,0,0,0,0
363,Facebook,Other,2024-02,0,0,0,0,0
364,Facebook,Other,2024-04,0,0,0,0,0
365,Organic,US,2024-01,0,0,0,0,0
366,Facebook,US,2024-04,0,0,0,0,0
367,Organic,UA,2024-04,0,0,0,0,0
368,Organic,US,2024-03,1,1,0,0,0
369,Google,DE,2024-01,1,0,0,0,0
370,Google,DE,2024-02,1,0,0,0,0
371,Google,US,2024-01,1,0,0,0,0
372,Google,Other,2024-02,0,0,0,0,0
373,Google,UK,2024-04,1,0,0,0,0
374,TikTok,UK,2024-02,0,0,0,0,0
375,Google,Other,2024-02,0,0,0,0,0
376,Google,UK,2024-03,1,0,0,0,0
377,TikTok,US,2024-03,0,0,0,0,0
378,Google,UK,2024-04,1,1,0,0,0
379,TikTok,UA,2024-02,0,0,0,0,0
380,Google,UA,2024-04,0,0,0,0,0
381,Google,UA,2024-03,0,0,0,0,0
382,TikTok,DE,2024-02,0,0,0,0,0
383,Facebook,US,2024-02,1,0,0,0,0
384,Organic,Other,2024-02,1,1,1,1,0
385,TikTok,Other,2024-03,0,0,0,0,0
386,TikTok,US,2024-01,0,0,0,0,0
387,Google,US,2024-04,0,0,0,0,0
388,Google,Other,2024-03,1,0,0,0,0
389,TikTok,Other,2024-04,0,0,0,0,0
390,TikTok,Other,2024-01,1,0,0,0,0
391,Organic,Other,2024-02,1,0,0,0,0
392,Facebook,UK,2024-01,1,0,0,0,0
393,Facebook,DE,2024-02,1,0,0,0,0
394,TikTok,UK,2024-04,1,1,1,0,0
395,Google,US,2024-01,1,1,0,0,0
396,Organic,DE,2024-02,1,1,1,1,0
397,Organic,UK,2024-01,1,0,0,0,0
398,Facebook,DE,2024-02,1,0,0,0,0
399,TikTok,UK,2024-04,1,0,0,0,0
400,TikTok,UK,2024-03,1,0,0,0,0
401,Google,US,2024-03,1,1,0,0,0
402,Organic,US,2024-02,1,0,0,0,0
403,Facebook,US,2024-04,0,0,0,0,0
404,TikTok,US,2024-03,0,0,0,0,0
405,Google,Other,2024-02,1,1,1,1,0
406,Organic,US,2024-02,0,0,0,0,0
407,Facebook,US,2024-04,0,0,0,0,0
408,Google,UK,2024-03,0,0,0,0,0
409,Organic,DE,2024-03,1,1,1,0,0
410,Google,US,2024-02,1,0,0,0,0
411,Google,UA,2024-01,0,0,0,0,0
412,Organic,UA,2024-03,0,0,0,0,0
413,Organic,US,2024-03,1,1,1,0,0
414,Facebook,US,2024-03,1,1,1,1,0
415,Facebook,Other,2024-03,0,0,0,0,0
416,Facebook,UA,2024-01,0,0,0,0,0
417,Google,DE,2024-04,1,1,1,1,1
418,Google,US,2024-04,1,0,0,0,0
419,TikTok,UK,2024-04,1,0,0,0,0
420,TikTok,UK,2024-02,1,0,0,0,0
421,TikTok,US,2024-02,1,1,1,0,0
422,TikTok,UK,2024-04,0,0,0,0,0
423,Google,DE,2024-03,0,0,0,0,0
424,Facebook,US,2024-03,1,0,0,0,0
425,Google,UA,2024-04,1,0,0,0,0
426,Facebook,UA,2024-03,1,0,0,0,0
427,Facebook,US,2024-03,1,0,0,0,0
428,Organic,UA,2024-01,1,0,0,0,0
429,Facebook,US,2024-01,1,0,0,0,0
430,Google,UA,2024-01,0,0,0,0,0
431,Google,US,2024-04,0,0,0,0,0
432,TikTok,US,2024-02,1,0,0,0,0
433,Facebook,DE,2024-02,0,0,0,0,0
434,Google,UK,2024-04,0,0,0,0,0
435,Google,Other,2024-03,1,0,0,0,0
436,TikTok,US,2024-03,1,1,1,0,0
437,Google,US,2024-02,0,0,0,0,0
438,TikTok,UK,2024-04,1,0,0,0,0
439,TikTok,UK,2024-01,0,0,0,0,0
440,Google,US,2024-01,0,0,0,0,0
441,Google,DE,2024-01,1,0,0,0,0
442,Organic,UA,2024-02,1,0,0,0,0
443,Facebook,Other,2024-02,0,0,0,0,0
444,Facebook,Other,2024-03,0,0,0,0,0
445,TikTok,US,2024-01,0,0,0,0,0
446,Organic,DE,2024-03,1,0,0,0,0
447,Organic,US,2024-01,1,0,0,0,0
448,TikTok,DE,2024-01,0,0,0,0,0
449,Facebook,UK,2024-03,0,0,0,0,0
450,Google,Other,2024-04,1,0,0,0,0
451,TikTok,DE,2024-04,1,0,0,0,0
452,Facebook,Other,2024-04,1,1,1,0,0
453,Facebook,UA,2024-03,0,0,0,0,0
454,Organic,Other,2024-03,1,0,0,0,0
455,Google,UA,2024-03,0,0,0,0,0
456,Facebook,UK,2024-03,0,0,0,0,0
457,Google,US,2024-01,0,0,0,0,0
458,Facebook,US,2024-03,0,0,0,0,0
459,Google,US,2024-02,1,0,0,0,0
460,Google,UK,2024-02,1,0,0,0,0
461,Google,UK,2024-03,1,1,0,0,0
462,Facebook,UK,2024-01,0,0,0,0,0
463,TikTok,Other,2024-02,0,0,0,0,0
464,Facebook,Other,2024-01,0,0,0,0,0
465,Organic,US,2024-04,1,1,1,0,0
466,Facebook,US,2024-01,1,1,0,0,0
467,Google,UK,2024-02,0,0,0,0,0
468,Organic,US,2024-04,0,0,0,0,0
469,Google,UA,2024-02,0,0,0,0,0
470,Organic,UK,2024-01,1,1,1,0,0
471,Google,UK,2024-02,0,0,0,0,0
472,Organic,Other,2024-01,0,0,0,0,0
473,Google,UA,2024-01,0,0,0,0,0
474,Organic,US,2024-01,0,0,0,0,0
475,Facebook,DE,2024-02,0,0,0,0,0
476,Organic,UK,2024-04,1,1,1,1,1
477,Google,US,2024-03,1,1,1,1,0
478,Facebook,US,2024-03,0,0,0,0,0
479,Organic,UK,2024-01,0,0,0,0,0
480,Facebook,US,2024-02,1,0,0,0,0
481,Facebook,US,2024-04,1,0,0,0,0
482,TikTok,DE,2024-01,0,0,0,0,0
483,Facebook,UA,2024-04,1,0,0,0,0
484,Facebook,US,2024-02,1,1,1,1,0
485,Facebook,US,2024-04,0,0,0,0,0
486,Organic,UA,2024-02,1,1,1,0,0
487,Google,US,2024-02,1,0,0,0,0
488,Google,Other,2024-04,1,0,0,0,0
489,Organic,DE,2024-04,0,0,0,0,0
490,Organic,US,2024-01,0,0,0,0,0
491,Facebook,US,2024-04,0,0,0,0,0
492,Facebook,US,2024-01,1,1,1,1,0
493,Google,US,2024-01,0,0,0,0,0
494,Google,US,2024-03,0,0,0,0,0
495,Facebook,DE,2024-03,1,0,0,0,0
496,Facebook,US,2024-04,0,0,0,0,0
497,Facebook,UK,2024-02,1,1,1,0,0
498,Google,UK,2024-01,0,0,0,0,0
499,Organic,US,2024-03,0,0,0,0,0
500,Organic,US,2024-02,0,0,0,0,0
501,TikTok,US,2024-02,1,1,0,0,0
502,Facebook,US,2024-02,1,0,0,0,0
503,Google,DE,2024-01,0,0,0,0,0
504,TikTok,US,2024-02,1,0,0,0,0
505,TikTok,UA,2024-02,1,1,0,0,0
506,Google,UK,2024-03,0,0,0,0,0
507,Organic,UK,2024-03,0,0,0,0,0
508,TikTok,UK,2024-01,0,0,0,0,0
509,Organic,DE,2024-01,1,1,1,0,0
510,TikTok,US,2024-02,1,0,0,0,0
511,Facebook,US,2024-01,0,0,0,0,0
512,Facebook,UK,2024-03,0,0,0,0,0
513,Organic,US,2024-04,0,0,0,0,0
514,Organic,UK,2024-03,0,0,0,0,0
515,Google,DE,2024-03,0,0,0,0,0
516,Google,UK,2024-02,0,0,0,0,0
517,Facebook,DE,2024-02,0,0,0,0,0
518,TikTok,UK,2024-04,1,0,0,0,0
519,Organic,DE,2024-04,0,0,0,0,0
520,Google,DE,2024-02,0,0,0,0,0
521,Facebook,UK,2024-02,0,0,0,0,0
522,Facebook,DE,2024-04,0,0,0,0,0
523,Organic,Other,2024-01,1,0,0,0,0
524,TikTok,UK,2024-04,1,0,0,0,0
525,TikTok,UK,2024-04,0,0,0,0,0
526,Facebook,UA,2024-01,0,0,0,0,0
527,Facebook,UK,2024-04,0,0,0,0,0
528,Google,US,2024-04,0,0,0,0,0
529,Google,Other,2024-04,1,0,0,0,0
530,Organic,US,2024-02,0,0,0,0,0
531,TikTok,DE,2024-01,1,0,0,0,0
532,Organic,UA,2024-03,1,0,0,0,0
533,Organic,Other,2024-02,0,0,0,0,0
534,Facebook,US,2024-01,0,0,0,0,0
535,TikTok,UK,2024-02,1,0,0,0,0
536,Organic,UK,2024-03,0,0,0,0,0
537,TikTok,US,2024-01,0,0,0,0,0
538,Google,US,2024-02,0,0,0,0,0
539,Facebook,UK,2024-01,1,0,0,0,0
540,Google,UK,2024-03,0,0,0,0,0
541,Organic,US,2024-03,1,0,0,0,0
542,Facebook,DE,2024-01,1,0,0,0,0
543,Google,DE,2024-04,1,0,0,0,0
544,TikTok,UA,2024-01,0,0,0,0,0
545,Facebook,Other,2024-03,1,0,0,0,0
546,Facebook,UK,2024-04,0,0,0,0,0
547,Google,Other,2024-04,0,0,0,0,0
548,TikTok,Other,2024-01,1,1,1,0,0
549,Facebook,US,2024-04,0,0,0,0,0
550,TikTok,US,2024-04,1,0,0,0,0
551,Facebook,UK,2024-03,0,0,0,0,0
552,Organic,UK,2024-02,1,0,0,0,0
553,Facebook,UK,2024-01,0,0,0,0,0
554,Facebook,UK,2024-03,1,0,0,0,0
555,Organic,DE,2024-02,0,0,0,0,0
556,Facebook,UK,2024-04,0,0,0,0,0
557,Google,US,2024-02,1,0,0,0,0
558,Google,Other,2024-03,1,0,0,0,0
559,TikTok,US,2024-01,0,0,0,0,0
560,Facebook,Other,2024-01,0,0,0,0,0
561,TikTok,US,2024-01,0,0,0,0,0
562,Google,Other,2024-01,0,0,0,0,0
563,Google,US,2024-03,0,0,0,0,0
564,Google,US,2024-04,1,1,1,1,0
565,Facebook,US,2024-03,0,0,0,0,0
566,Facebook,DE,2024-03,0,0,0,0,0
567,Facebook,Other,2024-03,1,0,0,0,0
568,Facebook,UK,2024-02,0,0,0,0,0
569,Organic,Other,2024-02,1,0,0,0,0
570,Google,UK,2024-02,1,0,0,0,0
571,Facebook,DE,2024-03,1,0,0,0,0
572,TikTok,UA,2024-01,1,0,0,0,0
573,Facebook,US,2024-01,1,0,0,0,0
574,Facebook,US,2024-03,0,0,0,0,0
575,Organic,Other,2024-04,0,0,0,0,0
576,Organic,Other,2024-03,1,0,0,0,0
577,Google,Other,2024-04,0,0,0,0,0
578,Organic,Other,2024-03,0,0,0,0,0
579,Facebook,US,2024-02,1,0,0,0,0
580,Google,UA,2024-03,1,0,0,0,0
581,Facebook,UK,2024-04,0,0,0,0,0
582,Organic,Other,2024-01,1,0,0,0,0
583,Facebook,UK,2024-02,1,0,0,0,0
584,Google,UK,2024-01,1,0,0,0,0
585,Facebook,UK,2024-02,1,0,0,0,0
